,Point_1,Point_2,Point_3,Point_4,Point_5,Point_6,Point_7,Point_8,Point_9,Point_10,Point_11,Point_12,Point_13,Point_14,Point_15,Point_16,Point_17,Point_18,Point_19,Point_20,Point_21,Point_22,Point_23,Point_24,Point_25,Point_26,Point_27,Point_28,Point_29,Point_30,Point_31,Point_32,Point_33,Point_34,Point_35,Point_36,Point_37,Point_38,Point_39,Point_40,Point_41,Point_42,Point_43,Point_44,Point_45,Point_46,Point_47,Point_48,Point_49,Point_50,Point_51,Point_52,Point_53,Point_54,Point_55,Point_56,Point_57,Point_58,Point_59,Point_60,Point_61,Point_62,Point_63,Point_64,Point_65,Point_66,Point_67,Point_68,Point_69,Point_70,Point_71,Point_72,Point_73,Point_74,Point_75,Point_76,Point_77,Point_78,Point_79,Point_80,Point_81,Point_82,Point_83,Point_84,Point_85,Point_86,Point_87,Point_88,Point_89,Point_90,Point_91,Point_92,Point_93,Point_94,Point_95,Point_96,Point_97,Point_98,Point_99,Point_100,Point_101,Point_102,Point_103,Point_104,Point_105,Point_106,Point_107,Point_108,Point_109,Point_110,Point_111,Point_112,Point_113,Point_114,Point_115,Point_116,Point_117,Point_118,Point_119,Point_120,Point_121,Point_122,Point_123,Point_124,Point_125,Point_126,Point_127,Point_128,Point_129,Point_130,Point_131,Point_132,Point_133,Point_134,Point_135,Point_136,Point_137,Point_138,Point_139,Point_140,Point_141,Point_142,Point_143,Point_144,Point_145,Point_146,Point_147,Point_148,Point_149,Point_150,Point_151,Point_152,Point_153,Point_154,Point_155,Point_156,Point_157,Point_158,Point_159,Point_160,Point_161,Point_162,Point_163,Point_164,Point_165,Point_166,Point_167,Point_168,Point_169,Point_170,Point_171,Point_172,Point_173,Point_174,Point_175,Point_176,Point_177,Point_178,Point_179,Point_180,Point_181,Point_182,Point_183,Point_184,Point_185,Point_186,Point_187,Point_188,Point_189,Point_190,Point_191,Point_192,Point_193,Point_194,Point_195,Point_196,Point_197,Point_198,Point_199
Point_167,8.79,0.204,0.248,0.381,0.339,0.359,0.416,0.416,0.454,0.485,0.498,0.582,0.656,0.721,0.773,0.813,0.902,0.947,0.971,0.995,1.308,1.308,1.382,2.565,2.937,2.532,5.12,3.303,2.762,2.937,2.937,1.447,3.212,3.303,3.303,2.94,3.689,3.303,2.675,3.303,2.442,2.222,2.222,1.579,1.579,1.357,1.346,1.411,1.405,1.411,1.461,1.48,1.48,1.579,1.793,0.814,1.877,1.9,1.9,2.169,1.931,0.902,1.317,1.256,1.162,1.162,1.115,0.936,0.919,0.919,0.899,0.777,0.791,0.759,0.714,0.766,0.751,0.773,0.778,0.962,0.736,0.752,0.834,0.672,0.593,0.555,0.555,0.524,0.585,0.711,0.659,0.654,0.636,0.664,0.646,0.646,0.596,0.549,0.564,0.503,0.521,0.511,0.441,1.073,0.418,0.385,0.399,0.399,1.073,1.073,1.073,0.301,0.301,0.394,0.387,0.403,0.436,0.439,0.439,0.439,0.439,0.468,0.524,0.545,0.554,0.56,0.572,0.588,0.607,0.634,0.634,0.751,0.663,0.712,0.745,0.788,0.343,0.789,0.834,0.816,1.419,1.419,0.769,0.769,0.769,0.769,0.712,0.829,0.829,0.872,0.872,0.872,0.872,0.872,0.918,0.935,0.96,0.96,0.96,0.999,0.977,0.977,1.027,0.0,0.013,0.291,0.0,0.0,0.0,0.031,0.06,0.06,4.383,4.383,4.383,4.383,4.383,3.802,4.321,3.303,0.427,3.595,3.595,3.595,3.208,3.208,3.208,3.208,3.208,3.208,3.208,2.449,2.192,2.183,2.601,2.169,1.545,1.628,11.135
Point_168,8.79,0.204,0.248,0.381,0.339,0.359,0.416,0.416,0.454,0.485,0.498,0.582,0.656,0.721,0.773,0.813,0.902,0.947,0.971,0.995,1.308,1.308,1.382,2.565,2.937,2.532,5.12,3.303,2.762,2.937,2.937,1.447,3.212,3.303,3.303,2.94,3.689,3.303,2.675,3.303,2.442,2.222,2.222,1.579,1.579,1.357,1.346,1.411,1.405,1.411,1.461,1.48,1.48,1.579,1.793,0.814,1.877,1.9,1.9,2.169,1.931,0.902,1.317,1.256,1.162,1.162,1.115,0.936,0.919,0.919,0.899,0.777,0.791,0.759,0.714,0.766,0.751,0.773,0.778,0.962,0.736,0.752,0.834,0.672,0.593,0.555,0.555,0.524,0.585,0.711,0.659,0.654,0.636,0.664,0.646,0.646,0.596,0.549,0.564,0.503,0.521,0.511,0.441,1.073,0.418,0.385,0.399,0.399,1.073,1.073,1.073,0.301,0.301,0.394,0.387,0.403,0.436,0.439,0.439,0.439,0.439,0.468,0.524,0.545,0.554,0.56,0.572,0.588,0.607,0.634,0.634,0.751,0.663,0.712,0.745,0.788,0.343,0.789,0.834,0.816,1.419,1.419,0.769,0.769,0.769,0.769,0.712,0.829,0.829,0.872,0.872,0.872,0.872,0.872,0.918,0.935,0.96,0.96,0.96,0.999,0.977,0.977,1.027,0.0,0.013,0.291,0.0,0.0,0.0,0.031,0.06,0.06,4.383,4.383,4.383,4.383,4.383,3.802,4.321,3.303,0.427,3.595,3.595,3.595,3.208,3.208,3.208,3.208,3.208,3.208,3.208,2.449,2.192,2.183,2.601,2.169,1.545,1.628,11.135
Point_169,8.79,0.204,0.248,0.381,0.339,0.359,0.416,0.416,0.454,0.485,0.498,0.582,0.656,0.721,0.773,0.813,0.902,0.947,0.971,0.995,1.308,1.308,1.382,2.565,2.937,2.532,5.12,3.303,2.762,2.937,2.937,1.447,3.212,3.303,3.303,2.94,3.689,3.303,2.675,3.303,2.442,2.222,2.222,1.579,1.579,1.357,1.346,1.411,1.405,1.411,1.461,1.48,1.48,1.579,1.793,0.814,1.877,1.9,1.9,2.169,1.931,0.902,1.317,1.256,1.162,1.162,1.115,0.936,0.919,0.919,0.899,0.777,0.791,0.759,0.714,0.766,0.751,0.773,0.778,0.962,0.736,0.752,0.834,0.672,0.593,0.555,0.555,0.524,0.585,0.711,0.659,0.654,0.636,0.664,0.646,0.646,0.596,0.549,0.564,0.503,0.521,0.511,0.441,1.073,0.418,0.385,0.399,0.399,1.073,1.073,1.073,0.301,0.301,0.394,0.387,0.403,0.436,0.439,0.439,0.439,0.439,0.468,0.524,0.545,0.554,0.56,0.572,0.588,0.607,0.634,0.634,0.751,0.663,0.712,0.745,0.788,0.343,0.789,0.834,0.816,1.419,1.419,0.769,0.769,0.769,0.769,0.712,0.829,0.829,0.872,0.872,0.872,0.872,0.872,0.918,0.935,0.96,0.96,0.96,0.999,0.977,0.977,1.027,0.0,0.013,0.291,0.0,0.0,0.0,0.031,0.06,0.06,4.383,4.383,4.383,4.383,4.383,3.802,4.321,3.303,0.427,3.595,3.595,3.595,3.208,3.208,3.208,3.208,3.208,3.208,3.208,2.449,2.192,2.183,2.601,2.169,1.545,1.628,11.135
Point_170,8.76,0.174,0.217,0.351,0.309,0.328,0.385,0.386,0.424,0.454,0.467,0.552,0.626,0.69,0.742,0.782,0.871,0.917,0.94,0.964,1.278,1.278,1.352,2.535,2.906,2.501,5.09,3.272,2.732,2.906,2.906,1.417,3.181,3.272,3.272,2.91,3.658,3.272,2.644,3.272,2.411,2.191,2.191,1.548,1.548,1.326,1.315,1.38,1.374,1.38,1.43,1.449,1.449,1.548,1.763,0.783,1.846,1.869,1.869,2.139,1.9,0.871,1.287,1.225,1.132,1.132,1.084,0.906,0.888,0.888,0.869,0.747,0.76,0.729,0.684,0.736,0.721,0.743,0.747,0.931,0.705,0.722,0.803,0.642,0.563,0.525,0.525,0.493,0.554,0.68,0.628,0.623,0.605,0.634,0.615,0.615,0.566,0.518,0.533,0.472,0.49,0.481,0.411,1.042,0.387,0.355,0.369,0.369,1.042,1.042,1.042,0.27,0.27,0.363,0.357,0.372,0.406,0.409,0.409,0.409,0.409,0.437,0.494,0.514,0.523,0.529,0.541,0.558,0.576,0.603,0.603,0.721,0.633,0.681,0.714,0.757,1.374,0.758,0.804,0.785,1.389,1.389,0.739,0.739,0.739,0.739,0.681,0.799,0.799,0.841,0.841,0.841,0.841,0.841,0.888,0.904,0.93,0.93,0.93,0.969,0.946,0.946,0.996,1.031,1.045,0.26,1.031,1.031,1.031,0.0,1.091,1.091,4.353,4.353,4.353,4.353,4.353,3.771,4.291,3.272,0.396,3.564,3.564,3.564,3.177,3.177,3.177,3.177,3.177,3.177,3.177,2.419,2.162,2.152,2.571,2.139,1.515,1.597,11.104
Point_171,8.823,0.237,0.281,0.415,0.373,0.392,0.449,0.45,0.488,0.518,0.531,0.616,0.69,0.754,0.806,0.846,0.935,0.981,1.004,1.028,1.342,1.342,1.416,2.599,2.97,2.565,4.783,3.336,2.796,2.97,2.97,1.481,3.245,3.336,3.336,2.973,3.722,3.336,2.708,3.336,2.475,2.255,2.255,1.612,1.612,1.39,1.379,1.444,1.438,1.444,1.494,1.513,1.513,1.612,1.827,0.847,1.91,1.933,1.933,2.203,1.964,0.935,1.351,1.289,1.195,1.195,1.148,0.97,0.952,0.952,0.933,0.81,0.824,0.792,0.747,0.799,0.785,0.807,0.811,0.995,0.769,0.785,0.867,0.706,0.627,0.588,0.588,0.557,0.618,0.744,0.692,0.687,0.669,0.698,0.679,0.679,0.63,0.582,0.597,0.536,0.554,0.545,0.475,1.106,0.451,0.418,0.433,0.433,1.106,1.106,1.106,0.334,0.334,0.427,0.42,0.436,0.47,0.473,0.473,0.473,0.473,0.501,0.558,0.578,0.587,0.593,0.605,0.621,0.64,0.667,0.667,0.785,0.697,0.745,0.778,0.821,0.282,0.822,0.868,0.849,1.583,1.583,0.803,0.803,0.803,0.803,0.745,0.443,0.443,0.905,0.905,0.905,0.905,0.905,0.951,0.968,0.993,0.993,0.993,1.033,1.01,1.01,1.06,1.095,0.047,0.324,1.095,1.095,1.095,0.064,0.0,0.0,4.417,4.417,4.417,4.417,4.417,3.835,4.355,3.336,0.46,3.628,3.628,3.628,3.241,3.241,3.241,3.241,3.241,3.241,3.241,2.483,2.226,2.216,2.635,2.203,1.579,1.661,11.298
Point_172,8.823,0.237,0.281,0.415,0.373,0.392,0.449,0.45,0.488,0.518,0.531,0.616,0.69,0.754,0.806,0.846,0.935,0.981,1.004,1.028,1.342,1.342,1.416,2.599,2.97,2.565,4.783,3.336,2.796,2.97,2.97,1.481,3.245,3.336,3.336,2.973,3.722,3.336,2.708,3.336,2.475,2.255,2.255,1.612,1.612,1.39,1.379,1.444,1.438,1.444,1.494,1.513,1.513,1.612,1.827,0.847,1.91,1.933,1.933,2.203,1.964,0.935,1.351,1.289,1.195,1.195,1.148,0.97,0.952,0.952,0.933,0.81,0.824,0.792,0.747,0.799,0.785,0.807,0.811,0.995,0.769,0.785,0.867,0.706,0.627,0.588,0.588,0.557,0.618,0.744,0.692,0.687,0.669,0.698,0.679,0.679,0.63,0.582,0.597,0.536,0.554,0.545,0.475,1.106,0.451,0.418,0.433,0.433,1.106,1.106,1.106,0.334,0.334,0.427,0.42,0.436,0.47,0.473,0.473,0.473,0.473,0.501,0.558,0.578,0.587,0.593,0.605,0.621,0.64,0.667,0.667,0.785,0.697,0.745,0.778,0.821,0.282,0.822,0.868,0.849,1.583,1.583,0.803,0.803,0.803,0.803,0.745,0.443,0.443,0.905,0.905,0.905,0.905,0.905,0.951,0.968,0.993,0.993,0.993,1.033,1.01,1.01,1.06,1.095,0.047,0.324,1.095,1.095,1.095,0.064,0.0,0.0,4.417,4.417,4.417,4.417,4.417,3.835,4.355,3.336,0.46,3.628,3.628,3.628,3.241,3.241,3.241,3.241,3.241,3.241,3.241,2.483,2.226,2.216,2.635,2.203,1.579,1.661,11.298
Point_173,9.436,4.182,4.138,4.129,4.087,4.027,3.97,3.97,3.932,3.901,3.888,4.806,3.712,3.65,3.745,3.786,3.469,3.423,3.4,3.376,3.062,3.062,2.986,2.969,1.762,1.843,9.28,1.766,1.822,1.762,1.762,3.008,1.547,1.766,1.766,1.766,1.472,1.766,1.954,1.766,2.193,2.344,2.344,3.923,3.923,3.13,3.119,2.953,3.178,2.96,2.954,2.935,2.935,3.923,3.355,4.973,3.438,3.461,3.461,4.061,3.492,3.469,3.091,3.115,3.209,3.209,3.256,3.434,3.452,3.452,3.472,3.594,3.58,3.612,3.855,3.907,3.892,3.915,3.919,4.671,3.877,3.893,3.975,4.036,4.115,4.153,4.153,4.185,4.124,3.998,3.925,3.919,3.902,4.374,4.319,4.319,4.38,4.427,4.499,4.523,4.558,4.548,4.535,4.782,4.616,4.587,4.577,4.577,4.782,4.782,4.782,4.46,4.46,4.553,4.546,4.562,4.595,4.598,4.598,4.598,4.598,4.627,4.684,4.704,4.713,4.719,4.731,4.747,4.766,4.793,4.793,4.911,4.822,4.871,4.904,4.947,5.151,4.948,4.993,4.975,5.578,5.578,4.928,4.928,4.928,4.928,4.871,4.988,4.988,5.031,5.031,5.031,5.031,5.031,5.077,5.094,5.119,5.119,5.119,5.158,5.136,5.136,5.186,5.221,5.234,4.45,5.221,5.221,5.221,5.251,5.281,5.281,0.0,0.0,0.0,0.0,0.0,2.265,0.125,1.766,3.96,2.058,2.058,2.058,1.671,1.671,1.671,1.671,1.671,1.671,1.671,3.755,3.962,3.971,3.907,4.061,3.863,3.781,21.144
Point_174,9.436,4.182,4.138,4.129,4.087,4.027,3.97,3.97,3.932,3.901,3.888,4.806,3.712,3.65,3.745,3.786,3.469,3.423,3.4,3.376,3.062,3.062,2.986,2.969,1.762,1.843,9.28,1.766,1.822,1.762,1.762,3.008,1.547,1.766,1.766,1.766,1.472,1.766,1.954,1.766,2.193,2.344,2.344,3.923,3.923,3.13,3.119,2.953,3.178,2.96,2.954,2.935,2.935,3.923,3.355,4.973,3.438,3.461,3.461,4.061,3.492,3.469,3.091,3.115,3.209,3.209,3.256,3.434,3.452,3.452,3.472,3.594,3.58,3.612,3.855,3.907,3.892,3.915,3.919,4.671,3.877,3.893,3.975,4.036,4.115,4.153,4.153,4.185,4.124,3.998,3.925,3.919,3.902,4.374,4.319,4.319,4.38,4.427,4.499,4.523,4.558,4.548,4.535,4.782,4.616,4.587,4.577,4.577,4.782,4.782,4.782,4.46,4.46,4.553,4.546,4.562,4.595,4.598,4.598,4.598,4.598,4.627,4.684,4.704,4.713,4.719,4.731,4.747,4.766,4.793,4.793,4.911,4.822,4.871,4.904,4.947,5.151,4.948,4.993,4.975,5.578,5.578,4.928,4.928,4.928,4.928,4.871,4.988,4.988,5.031,5.031,5.031,5.031,5.031,5.077,5.094,5.119,5.119,5.119,5.158,5.136,5.136,5.186,5.221,5.234,4.45,5.221,5.221,5.221,5.251,5.281,5.281,0.0,0.0,0.0,0.0,0.0,2.265,0.125,1.766,3.96,2.058,2.058,2.058,1.671,1.671,1.671,1.671,1.671,1.671,1.671,3.755,3.962,3.971,3.907,4.061,3.863,3.781,21.144
Point_175,9.436,4.182,4.138,4.129,4.087,4.027,3.97,3.97,3.932,3.901,3.888,4.806,3.712,3.65,3.745,3.786,3.469,3.423,3.4,3.376,3.062,3.062,2.986,2.969,1.762,1.843,9.28,1.766,1.822,1.762,1.762,3.008,1.547,1.766,1.766,1.766,1.472,1.766,1.954,1.766,2.193,2.344,2.344,3.923,3.923,3.13,3.119,2.953,3.178,2.96,2.954,2.935,2.935,3.923,3.355,4.973,3.438,3.461,3.461,4.061,3.492,3.469,3.091,3.115,3.209,3.209,3.256,3.434,3.452,3.452,3.472,3.594,3.58,3.612,3.855,3.907,3.892,3.915,3.919,4.671,3.877,3.893,3.975,4.036,4.115,4.153,4.153,4.185,4.124,3.998,3.925,3.919,3.902,4.374,4.319,4.319,4.38,4.427,4.499,4.523,4.558,4.548,4.535,4.782,4.616,4.587,4.577,4.577,4.782,4.782,4.782,4.46,4.46,4.553,4.546,4.562,4.595,4.598,4.598,4.598,4.598,4.627,4.684,4.704,4.713,4.719,4.731,4.747,4.766,4.793,4.793,4.911,4.822,4.871,4.904,4.947,5.151,4.948,4.993,4.975,5.578,5.578,4.928,4.928,4.928,4.928,4.871,4.988,4.988,5.031,5.031,5.031,5.031,5.031,5.077,5.094,5.119,5.119,5.119,5.158,5.136,5.136,5.186,5.221,5.234,4.45,5.221,5.221,5.221,5.251,5.281,5.281,0.0,0.0,0.0,0.0,0.0,2.265,0.125,1.766,3.96,2.058,2.058,2.058,1.671,1.671,1.671,1.671,1.671,1.671,1.671,3.755,3.962,3.971,3.907,4.061,3.863,3.781,21.144
Point_176,9.436,4.182,4.138,4.129,4.087,4.027,3.97,3.97,3.932,3.901,3.888,4.806,3.712,3.65,3.745,3.786,3.469,3.423,3.4,3.376,3.062,3.062,2.986,2.969,1.762,1.843,9.28,1.766,1.822,1.762,1.762,3.008,1.547,1.766,1.766,1.766,1.472,1.766,1.954,1.766,2.193,2.344,2.344,3.923,3.923,3.13,3.119,2.953,3.178,2.96,2.954,2.935,2.935,3.923,3.355,4.973,3.438,3.461,3.461,4.061,3.492,3.469,3.091,3.115,3.209,3.209,3.256,3.434,3.452,3.452,3.472,3.594,3.58,3.612,3.855,3.907,3.892,3.915,3.919,4.671,3.877,3.893,3.975,4.036,4.115,4.153,4.153,4.185,4.124,3.998,3.925,3.919,3.902,4.374,4.319,4.319,4.38,4.427,4.499,4.523,4.558,4.548,4.535,4.782,4.616,4.587,4.577,4.577,4.782,4.782,4.782,4.46,4.46,4.553,4.546,4.562,4.595,4.598,4.598,4.598,4.598,4.627,4.684,4.704,4.713,4.719,4.731,4.747,4.766,4.793,4.793,4.911,4.822,4.871,4.904,4.947,5.151,4.948,4.993,4.975,5.578,5.578,4.928,4.928,4.928,4.928,4.871,4.988,4.988,5.031,5.031,5.031,5.031,5.031,5.077,5.094,5.119,5.119,5.119,5.158,5.136,5.136,5.186,5.221,5.234,4.45,5.221,5.221,5.221,5.251,5.281,5.281,0.0,0.0,0.0,0.0,0.0,2.265,0.125,1.766,3.96,2.058,2.058,2.058,1.671,1.671,1.671,1.671,1.671,1.671,1.671,3.755,3.962,3.971,3.907,4.061,3.863,3.781,21.144
Point_177,9.436,4.182,4.138,4.129,4.087,4.027,3.97,3.97,3.932,3.901,3.888,4.806,3.712,3.65,3.745,3.786,3.469,3.423,3.4,3.376,3.062,3.062,2.986,2.969,1.762,1.843,9.28,1.766,1.822,1.762,1.762,3.008,1.547,1.766,1.766,1.766,1.472,1.766,1.954,1.766,2.193,2.344,2.344,3.923,3.923,3.13,3.119,2.953,3.178,2.96,2.954,2.935,2.935,3.923,3.355,4.973,3.438,3.461,3.461,4.061,3.492,3.469,3.091,3.115,3.209,3.209,3.256,3.434,3.452,3.452,3.472,3.594,3.58,3.612,3.855,3.907,3.892,3.915,3.919,4.671,3.877,3.893,3.975,4.036,4.115,4.153,4.153,4.185,4.124,3.998,3.925,3.919,3.902,4.374,4.319,4.319,4.38,4.427,4.499,4.523,4.558,4.548,4.535,4.782,4.616,4.587,4.577,4.577,4.782,4.782,4.782,4.46,4.46,4.553,4.546,4.562,4.595,4.598,4.598,4.598,4.598,4.627,4.684,4.704,4.713,4.719,4.731,4.747,4.766,4.793,4.793,4.911,4.822,4.871,4.904,4.947,5.151,4.948,4.993,4.975,5.578,5.578,4.928,4.928,4.928,4.928,4.871,4.988,4.988,5.031,5.031,5.031,5.031,5.031,5.077,5.094,5.119,5.119,5.119,5.158,5.136,5.136,5.186,5.221,5.234,4.45,5.221,5.221,5.221,5.251,5.281,5.281,0.0,0.0,0.0,0.0,0.0,2.265,0.125,1.766,3.96,2.058,2.058,2.058,1.671,1.671,1.671,1.671,1.671,1.671,1.671,3.755,3.962,3.971,3.907,4.061,3.863,3.781,21.144
Point_178,9.351,3.601,3.557,3.548,3.506,3.446,3.389,3.389,3.351,3.32,3.307,4.225,3.131,3.069,3.164,3.205,2.888,2.842,2.819,2.795,2.481,2.481,2.405,2.388,1.181,1.262,8.698,0.489,0.696,1.181,1.181,2.427,1.094,0.489,0.489,1.185,0.96,0.489,1.373,0.489,1.612,1.763,1.763,3.342,3.342,2.549,2.538,2.372,2.597,2.379,2.373,2.354,2.354,3.342,2.774,4.392,2.857,2.88,2.88,3.48,2.911,2.888,2.51,2.534,2.628,2.628,2.675,2.853,2.871,2.871,2.891,3.013,2.999,3.031,3.274,3.326,3.311,3.334,3.338,4.09,3.296,3.312,3.394,3.455,3.534,3.572,3.572,3.604,3.543,3.417,3.344,3.338,3.321,3.793,3.738,3.738,3.799,3.846,3.918,3.942,3.977,3.967,3.954,4.201,4.035,4.006,3.996,3.996,4.201,4.201,4.201,3.879,3.879,3.972,3.965,3.981,4.014,4.017,4.017,4.017,4.017,4.046,4.102,4.123,4.132,4.138,4.15,4.166,4.185,4.212,4.212,4.329,4.241,4.29,4.323,4.366,4.57,4.367,4.412,4.394,4.997,4.997,4.347,4.347,4.347,4.347,4.29,4.407,4.407,4.45,4.45,4.45,4.45,4.45,4.496,4.513,4.538,4.538,4.538,4.577,4.555,4.555,4.605,4.64,4.653,3.869,4.64,4.64,4.64,4.67,4.7,4.7,2.266,2.266,2.266,2.266,2.266,0.0,2.204,0.489,3.379,0.207,0.207,0.207,0.594,0.594,0.594,0.594,0.594,0.594,0.594,3.174,3.381,3.39,3.326,3.48,3.282,3.2,22.253
Point_179,9.366,4.111,4.068,4.058,4.016,3.956,3.9,3.899,3.861,3.83,3.818,4.736,3.641,3.579,3.675,3.715,3.398,3.353,3.329,3.305,2.992,2.992,2.916,2.898,1.692,1.772,9.209,1.696,1.751,1.692,1.692,2.938,1.476,1.696,1.696,1.695,1.402,1.696,1.884,1.696,2.123,2.273,2.273,3.852,3.852,3.059,3.049,2.882,3.108,2.889,2.884,2.864,2.864,3.852,3.284,4.902,3.367,3.39,3.39,3.99,3.421,3.398,3.02,3.044,3.138,3.138,3.185,3.364,3.381,3.381,3.401,3.523,3.509,3.541,3.785,3.837,3.822,3.844,3.848,4.601,3.806,3.823,3.905,3.965,4.044,4.083,4.083,4.114,4.053,3.927,3.854,3.848,3.831,4.304,4.248,4.248,4.309,4.357,4.428,4.453,4.487,4.478,4.464,4.712,4.545,4.516,4.506,4.506,4.712,4.712,4.712,4.389,4.389,4.482,4.475,4.491,4.525,4.527,4.527,4.527,4.527,4.556,4.613,4.633,4.642,4.648,4.66,4.676,4.695,4.722,4.722,4.84,4.752,4.8,4.833,4.876,5.08,4.877,4.923,4.904,5.507,5.507,4.857,4.857,4.857,4.857,4.8,4.918,4.918,4.96,4.96,4.96,4.96,4.96,5.006,5.023,5.048,5.048,5.048,5.088,5.065,5.065,5.115,5.15,5.163,4.379,5.15,5.15,5.15,5.181,5.21,5.21,0.125,0.125,0.125,0.125,0.125,2.194,0.0,1.696,3.889,1.988,1.988,1.988,1.6,1.6,1.6,1.6,1.6,1.6,1.6,3.684,3.891,3.901,3.836,3.99,3.792,3.71,21.073
Point_180,8.852,3.102,3.058,3.049,3.007,2.947,2.89,2.89,2.852,2.821,2.808,3.727,2.632,2.57,2.666,2.706,2.389,2.344,2.32,2.296,1.983,1.983,1.907,1.889,0.683,0.763,8.2,0.0,0.381,0.683,0.683,1.929,0.596,0.0,0.0,0.686,0.461,0.0,0.875,0.0,1.113,1.264,1.264,2.843,2.843,2.05,2.039,1.873,2.099,1.88,1.874,1.855,1.855,2.843,2.275,3.893,2.358,2.381,2.381,2.981,2.412,2.389,2.011,2.035,2.129,2.129,2.176,2.355,2.372,2.372,2.392,2.514,2.5,2.532,2.775,2.828,2.813,2.835,2.839,3.592,2.797,2.813,2.895,2.956,3.035,3.074,3.074,3.105,3.044,2.918,2.845,2.839,2.822,3.294,3.239,3.239,3.3,3.348,3.419,3.444,3.478,3.469,3.455,3.703,3.536,3.507,3.497,3.497,3.703,3.703,3.703,3.38,3.38,3.473,3.466,3.482,3.516,3.518,3.518,3.518,3.518,3.547,3.604,3.624,3.633,3.639,3.651,3.667,3.686,3.713,3.713,3.831,3.743,3.791,3.824,3.867,4.071,3.868,3.914,3.895,4.498,4.498,3.848,3.848,3.848,3.848,3.791,3.909,3.909,3.951,3.951,3.951,3.951,3.951,3.997,4.014,4.039,4.039,4.039,4.079,4.056,4.056,4.106,4.141,4.154,3.37,4.141,4.141,4.141,4.171,4.201,4.201,1.767,1.767,1.767,1.767,1.767,0.489,1.705,0.0,2.88,0.282,0.282,0.282,0.095,0.095,0.095,0.095,0.095,0.095,0.095,2.675,2.882,2.892,2.827,2.981,2.783,2.701,21.754
Point_181,8.634,0.222,0.179,0.17,0.128,0.068,0.011,0.01,0.028,0.059,0.071,0.156,0.23,0.294,0.346,0.386,0.475,0.521,0.545,0.568,0.882,0.882,0.956,2.139,2.51,2.106,5.32,2.876,2.336,2.51,2.51,1.021,2.785,2.876,2.876,2.514,3.262,2.876,2.248,2.876,2.015,1.795,1.795,1.152,1.152,0.93,0.919,0.984,0.978,0.984,1.034,1.053,1.053,1.152,1.367,1.013,1.45,1.473,1.473,2.013,1.504,0.475,0.891,0.829,0.736,0.736,0.688,0.51,0.492,0.492,0.473,0.351,0.364,0.333,0.288,0.34,0.325,0.347,0.351,1.104,0.309,0.326,0.408,0.468,0.547,0.586,0.586,0.617,0.556,0.43,0.233,0.227,0.21,0.807,0.751,0.751,0.812,0.86,0.931,0.702,0.72,0.711,0.641,1.215,0.617,0.585,0.599,0.599,1.215,1.215,1.215,0.5,0.5,0.593,0.587,0.602,0.636,0.639,0.639,0.639,0.639,0.667,0.724,0.745,0.753,0.76,0.771,0.788,0.806,0.834,0.834,0.951,0.863,0.911,0.944,0.987,1.512,0.988,1.034,1.015,1.619,1.619,0.969,0.969,0.969,0.969,0.911,1.029,1.029,1.071,1.071,1.071,1.071,1.071,1.118,1.135,1.16,1.16,1.16,1.199,1.176,1.176,1.227,1.261,1.275,0.49,1.261,1.261,1.261,1.292,1.321,1.321,3.957,3.957,3.957,3.957,3.957,3.375,3.895,2.876,0.0,3.168,3.168,3.168,2.781,2.781,2.781,2.781,2.781,2.781,2.781,2.023,2.036,2.026,2.175,2.013,1.389,1.471,11.335
Point_182,9.144,3.394,3.351,3.341,3.299,3.239,3.183,3.182,3.144,3.113,3.101,4.019,2.924,2.862,2.958,2.998,2.681,2.636,2.612,2.588,2.275,2.275,2.199,2.181,0.975,1.055,8.492,0.282,0.663,0.975,0.975,2.221,0.888,0.282,0.282,0.978,0.753,0.282,1.167,0.282,1.406,1.556,1.556,3.135,3.135,2.342,2.332,2.165,2.391,2.172,2.167,2.147,2.147,3.135,2.567,4.185,2.65,2.673,2.673,3.273,2.704,2.681,2.303,2.327,2.421,2.421,2.468,2.647,2.664,2.664,2.684,2.806,2.792,2.824,3.068,3.12,3.105,3.127,3.131,3.884,3.089,3.106,3.188,3.248,3.327,3.366,3.366,3.397,3.336,3.21,3.137,3.131,3.114,3.587,3.531,3.531,3.592,3.64,3.711,3.736,3.77,3.761,3.747,3.995,3.828,3.799,3.789,3.789,3.995,3.995,3.995,3.672,3.672,3.765,3.758,3.774,3.808,3.81,3.81,3.81,3.81,3.839,3.896,3.916,3.925,3.931,3.943,3.959,3.978,4.005,4.005,4.123,4.035,4.083,4.116,4.159,4.363,4.16,4.206,4.187,4.79,4.79,4.141,4.141,4.141,4.141,4.083,4.201,4.201,4.243,4.243,4.243,4.243,4.243,4.289,4.306,4.331,4.331,4.331,4.371,4.348,4.348,4.398,4.433,4.446,3.662,4.433,4.433,4.433,4.464,4.493,4.493,2.059,2.059,2.059,2.059,2.059,0.207,1.997,0.282,3.172,0.0,0.0,0.0,0.387,0.387,0.387,0.387,0.387,0.387,0.387,2.967,3.174,3.184,3.119,3.273,3.075,2.993,22.046
